,uigf_gacha_type,gacha_type,item_id,count,time,name,item_type,rank_type,api_id
608,301,301,14302,1,2022-12-28 06:54:44,讨龙英杰谭,武器,3,1672178760001677886
609,301,301,15301,1,2022-12-28 06:54:44,鸦羽弓,武器,3,1672178760001677986
610,301,301,10000052,1,2022-12-28 06:54:44,雷电将军,角色,5,1672178760001678086
611,301,301,11306,1,2022-12-28 06:54:44,飞天御剑,武器,3,1672178760001678186
612,301,301,13303,1,2022-12-28 06:54:44,黑缨枪,武器,3,1672178760001678286
613,301,301,10000056,1,2022-12-28 06:54:44,九条裟罗,角色,4,1672178760001678386
614,301,301,15301,1,2022-12-28 06:54:44,鸦羽弓,武器,3,1672178760001678486
615,301,301,13303,1,2022-12-28 06:54:44,黑缨枪,武器,3,1672178760001678586
616,301,301,11301,1,2022-12-28 06:54:44,冷刃,武器,3,1672178760001678686
617,301,301,15302,1,2022-12-28 06:54:44,神射手之誓,武器,3,1672178760001678786
618,200,200,14302,1,2022-12-28 17:12:12,讨龙英杰谭,武器,3,1672218360001394386
619,200,200,14301,1,2022-12-30 01:02:21,魔导绪论,武器,3,1672333560000105186
620,200,200,12302,1,2023-01-03 00:59:58,沐浴龙血的剑,武器,3,1672675560003685586
621,200,200,10000039,1,2023-01-06 00:14:03,迪奥娜,角色,4,1672934760000740686
622,301,400,15304,1,2023-01-06 00:14:17,弹弓,武器,3,1672934760000753086
623,301,400,10000056,1,2023-01-06 00:14:28,九条裟罗,角色,4,1672934760000763586
624,200,200,11306,1,2023-01-07 14:42:21,飞天御剑,武器,3,1673071560002555986
625,200,200,11302,1,2023-01-07 14:42:27,黎明神剑,武器,3,1673071560002559986
626,200,200,11301,1,2023-01-08 18:04:43,冷刃,武器,3,1673172360000193086
627,200,200,11302,1,2023-01-08 18:04:50,黎明神剑,武器,3,1673172360000198786
628,200,200,11302,1,2023-01-08 18:04:56,黎明神剑,武器,3,1673172360000203086
629,200,200,12305,1,2023-01-08 18:05:02,以理服人,武器,3,1673172360000208386
630,200,200,11306,1,2023-01-09 17:03:20,飞天御剑,武器,3,1673255160000148086
631,200,200,14301,1,2023-01-14 11:05:18,魔导绪论,武器,3,1673665560000186986
632,200,200,14403,1,2023-01-19 02:07:42,祭礼残章,武器,4,1674065160000310886
633,200,200,11306,1,2023-01-19 02:07:50,飞天御剑,武器,3,1674065160000314886
634,301,301,14301,1,2023-01-19 04:03:50,魔导绪论,武器,3,1674072360000164186
635,301,301,15304,1,2023-01-19 04:03:50,弹弓,武器,3,1674072360000164286
636,301,301,11302,1,2023-01-19 04:03:50,黎明神剑,武器,3,1674072360000164386
637,301,301,10000064,1,2023-01-19 04:03:50,云堇,角色,4,1674072360000164486
638,301,301,13303,1,2023-01-19 04:03:50,黑缨枪,武器,3,1674072360000164586
639,301,301,15301,1,2023-01-19 04:03:50,鸦羽弓,武器,3,1674072360000164686
640,301,301,13303,1,2023-01-19 04:03:50,黑缨枪,武器,3,1674072360000164786
641,301,301,11301,1,2023-01-19 04:03:50,冷刃,武器,3,1674072360000164886
642,301,301,14304,1,2023-01-19 04:03:50,翡玉法球,武器,3,1674072360000164986
643,301,301,14301,1,2023-01-19 04:03:50,魔导绪论,武器,3,1674072360000165086
644,301,301,12305,1,2023-01-19 04:04:03,以理服人,武器,3,1674072360000169686
645,301,301,14302,1,2023-01-19 04:04:10,讨龙英杰谭,武器,3,1674072360000175086
646,301,301,14302,1,2023-01-19 04:04:18,讨龙英杰谭,武器,3,1674072360000182486
647,301,301,14401,1,2023-01-19 04:04:26,西风秘典,武器,4,1674072360000186786
648,301,301,12301,1,2023-01-19 04:04:43,铁影阔剑,武器,3,1674072360000196286
649,301,301,15302,1,2023-01-19 04:04:43,神射手之誓,武器,3,1674072360000196386
650,301,301,12305,1,2023-01-19 04:04:43,以理服人,武器,3,1674072360000196486
651,301,301,11302,1,2023-01-19 04:04:43,黎明神剑,武器,3,1674072360000196586
652,301,301,15302,1,2023-01-19 04:04:43,神射手之誓,武器,3,1674072360000196686
653,301,301,13303,1,2023-01-19 04:04:43,黑缨枪,武器,3,1674072360000196786
654,301,301,10000003,1,2023-01-19 04:04:43,琴,角色,5,1674072360000196886
655,301,301,14301,1,2023-01-19 04:04:43,魔导绪论,武器,3,1674072360000196986
656,301,301,10000044,1,2023-01-19 04:04:43,辛焱,角色,4,1674072360000197086
657,301,301,14301,1,2023-01-19 04:04:43,魔导绪论,武器,3,1674072360000197186
658,301,301,12302,1,2023-01-19 04:05:16,沐浴龙血的剑,武器,3,1674072360000214486
659,301,301,12302,1,2023-01-19 04:05:23,沐浴龙血的剑,武器,3,1674072360000216586
660,301,301,11302,1,2023-01-19 04:05:32,黎明神剑,武器,3,1674072360000218286
661,301,301,12302,1,2023-01-19 04:05:32,沐浴龙血的剑,武器,3,1674072360000218386
662,301,301,14302,1,2023-01-19 04:05:32,讨龙英杰谭,武器,3,1674072360000218486
663,301,301,11302,1,2023-01-19 04:05:32,黎明神剑,武器,3,1674072360000218586
664,301,301,14302,1,2023-01-19 04:05:32,讨龙英杰谭,武器,3,1674072360000218686
665,301,301,15302,1,2023-01-19 04:05:32,神射手之誓,武器,3,1674072360000218786
666,301,301,10000044,1,2023-01-19 04:05:32,辛焱,角色,4,1674072360000218886
667,301,301,14302,1,2023-01-19 04:05:32,讨龙英杰谭,武器,3,1674072360000218986
668,301,301,13303,1,2023-01-19 04:05:32,黑缨枪,武器,3,1674072360000219086
669,301,301,15302,1,2023-01-19 04:05:32,神射手之誓,武器,3,1674072360000219186
670,301,301,14304,1,2023-01-19 04:05:49,翡玉法球,武器,3,1674072360000225586
671,301,301,11405,1,2023-01-19 04:05:57,匣里龙吟,武器,4,1674072360000227886
672,301,301,11302,1,2023-01-19 04:07:03,黎明神剑,武器,3,1674072360000248686
673,301,301,15302,1,2023-01-19 04:07:03,神射手之誓,武器,3,1674072360000248786
674,301,301,14302,1,2023-01-19 04:07:03,讨龙英杰谭,武器,3,1674072360000248886
675,301,301,11301,1,2023-01-19 04:07:03,冷刃,武器,3,1674072360000248986
676,301,301,14304,1,2023-01-19 04:07:03,翡玉法球,武器,3,1674072360000249086
677,301,301,15302,1,2023-01-19 04:07:03,神射手之誓,武器,3,1674072360000249186
678,301,301,14301,1,2023-01-19 04:07:03,魔导绪论,武器,3,1674072360000249286
679,301,301,13303,1,2023-01-19 04:07:03,黑缨枪,武器,3,1674072360000249386
680,301,301,10000064,1,2023-01-19 04:07:03,云堇,角色,4,1674072360000249486
681,301,301,12301,1,2023-01-19 04:07:03,铁影阔剑,武器,3,1674072360000249586
682,301,301,15304,1,2023-01-19 04:07:40,弹弓,武器,3,1674072360000262786
683,301,301,15302,1,2023-01-19 04:07:46,神射手之誓,武器,3,1674072360000264286
684,301,301,15301,1,2023-01-19 04:07:53,鸦羽弓,武器,3,1674072360000265886
685,301,301,15304,1,2023-01-19 04:08:00,弹弓,武器,3,1674072360000267386
686,301,301,14302,1,2023-01-19 04:08:07,讨龙英杰谭,武器,3,1674072360000270286
687,301,301,12305,1,2023-01-19 04:08:14,以理服人,武器,3,1674072360000272086
688,301,301,12301,1,2023-01-19 04:08:21,铁影阔剑,武器,3,1674072360000273386
689,301,301,15302,1,2023-01-19 04:08:26,神射手之誓,武器,3,1674072360000274786
690,301,301,10000077,1,2023-01-19 04:08:32,瑶瑶,角色,4,1674072360000275986
691,200,200,13303,1,2023-01-19 05:12:11,黑缨枪,武器,3,1674075960000130286
692,301,301,12302,1,2023-01-20 18:33:54,沐浴龙血的剑,武器,3,1674209160001804986
693,301,301,12301,1,2023-01-20 18:33:54,铁影阔剑,武器,3,1674209160001805086
694,301,301,12302,1,2023-01-20 18:33:54,沐浴龙血的剑,武器,3,1674209160001805186
695,301,301,14301,1,2023-01-20 18:33:54,魔导绪论,武器,3,1674209160001805286
696,301,301,12305,1,2023-01-20 18:33:54,以理服人,武器,3,1674209160001805386
697,301,301,11306,1,2023-01-20 18:33:54,飞天御剑,武器,3,1674209160001805486
698,301,301,15301,1,2023-01-20 18:33:54,鸦羽弓,武器,3,1674209160001805586
699,301,301,12305,1,2023-01-20 18:33:54,以理服人,武器,3,1674209160001805686
700,301,301,11302,1,2023-01-20 18:33:54,黎明神剑,武器,3,1674209160001805786
701,301,301,12403,1,2023-01-20 18:33:54,祭礼大剑,武器,4,1674209160001805886
702,301,301,13303,1,2023-01-20 18:34:08,黑缨枪,武器,3,1674209160001813486
703,301,301,12301,1,2023-01-20 18:34:15,铁影阔剑,武器,3,1674209160001821986
704,301,301,11301,1,2023-01-20 18:34:21,冷刃,武器,3,1674209160001828386
705,301,301,11306,1,2023-01-20 18:34:26,飞天御剑,武器,3,1674209160001833086
706,301,301,14301,1,2023-01-20 18:34:33,魔导绪论,武器,3,1674209160001839686
707,301,301,11306,1,2023-01-20 18:34:39,飞天御剑,武器,3,1674209160001846186
708,301,301,15301,1,2023-01-20 18:34:45,鸦羽弓,武器,3,1674209160001853786
709,301,301,11306,1,2023-01-20 18:34:52,飞天御剑,武器,3,1674209160001859486
710,301,301,12305,1,2023-01-20 18:34:58,以理服人,武器,3,1674209160001865586
711,301,301,10000064,1,2023-01-20 18:35:04,云堇,角色,4,1674209160001871786
712,200,200,14301,1,2023-01-20 23:42:29,魔导绪论,武器,3,1674227160002822786
713,301,301,14304,1,2023-01-23 00:06:15,翡玉法球,武器,3,1674403560000301586
714,301,301,15301,1,2023-01-23 00:06:15,鸦羽弓,武器,3,1674403560000301686
715,301,301,11301,1,2023-01-23 00:06:15,冷刃,武器,3,1674403560000301786
716,301,301,14302,1,2023-01-23 00:06:15,讨龙英杰谭,武器,3,1674403560000301886
717,301,301,12301,1,2023-01-23 00:06:15,铁影阔剑,武器,3,1674403560000301986
718,301,301,11306,1,2023-01-23 00:06:15,飞天御剑,武器,3,1674403560000302086
719,301,301,11302,1,2023-01-23 00:06:15,黎明神剑,武器,3,1674403560000302186
720,301,301,12305,1,2023-01-23 00:06:15,以理服人,武器,3,1674403560000302286
721,301,301,11306,1,2023-01-23 00:06:15,飞天御剑,武器,3,1674403560000302386
722,301,301,13401,1,2023-01-23 00:06:15,匣里灭辰,武器,4,1674403560000302486
723,301,301,13303,1,2023-01-23 00:06:27,黑缨枪,武器,3,1674403560000306686
724,301,301,11301,1,2023-01-23 00:06:34,冷刃,武器,3,1674403560000311986
725,301,301,10000044,1,2023-01-23 00:06:40,辛焱,角色,4,1674403560000319286
726,200,200,15301,1,2023-01-23 00:07:08,鸦羽弓,武器,3,1674403560000340986
727,200,200,15402,1,2023-01-24 10:01:34,绝弦,武器,4,1674525960000061886
728,200,200,14304,1,2023-01-30 02:46:02,翡玉法球,武器,3,1675015560000650586
729,200,200,12305,1,2023-02-01 11:00:53,以理服人,武器,3,1675220760000098186
730,200,200,14302,1,2023-02-01 23:42:49,讨龙英杰谭,武器,3,1675263960003421886
731,200,200,14302,1,2023-02-05 03:19:14,讨龙英杰谭,武器,3,1675537560000292486
732,200,200,14301,1,2023-02-06 02:58:43,魔导绪论,武器,3,1675620360001002386
733,200,200,11301,1,2023-02-06 02:58:51,冷刃,武器,3,1675620360001007986
734,200,200,14304,1,2023-02-06 02:58:57,翡玉法球,武器,3,1675620360001010486
735,200,200,11302,1,2023-02-06 02:59:03,黎明神剑,武器,3,1675620360001012186
736,200,200,10000043,1,2023-02-06 02:59:08,砂糖,角色,4,1675620360001013686
737,301,400,11301,1,2023-02-08 03:56:09,冷刃,武器,3,1675796760002937986
738,301,400,13303,1,2023-02-08 03:56:09,黑缨枪,武器,3,1675796760002938086
739,301,400,11306,1,2023-02-08 03:56:09,飞天御剑,武器,3,1675796760002938186
740,301,400,12302,1,2023-02-08 03:56:09,沐浴龙血的剑,武器,3,1675796760002938286
741,301,400,14302,1,2023-02-08 03:56:09,讨龙英杰谭,武器,3,1675796760002938386
742,301,400,10000060,1,2023-02-08 03:56:09,夜兰,角色,5,1675796760002938486
743,301,400,14302,1,2023-02-08 03:56:09,讨龙英杰谭,武器,3,1675796760002938586
744,301,400,12302,1,2023-02-08 03:56:09,沐浴龙血的剑,武器,3,1675796760002938686
745,301,400,10000025,1,2023-02-08 03:56:09,行秋,角色,4,1675796760002938786
746,301,400,14304,1,2023-02-08 03:56:09,翡玉法球,武器,3,1675796760002938886
747,301,301,14302,1,2023-02-08 03:56:45,讨龙英杰谭,武器,3,1675796760002968386
748,301,301,15302,1,2023-02-08 03:56:51,神射手之誓,武器,3,1675796760002972686
749,301,301,11301,1,2023-02-08 03:56:57,冷刃,武器,3,1675796760002977086
750,301,301,15302,1,2023-02-08 03:57:04,神射手之誓,武器,3,1675796760002983986
751,301,301,15302,1,2023-02-08 03:57:10,神射手之誓,武器,3,1675796760002993886
752,301,301,14403,1,2023-02-08 03:57:16,祭礼残章,武器,4,1675796760003000686
753,200,200,15301,1,2023-02-08 04:24:53,鸦羽弓,武器,3,1675800360001703986
754,200,200,15302,1,2023-02-08 04:48:14,神射手之誓,武器,3,1675800360002653886
755,200,200,14304,1,2023-02-08 05:29:50,翡玉法球,武器,3,1675803960001119686
756,301,301,12302,1,2023-02-08 05:30:23,沐浴龙血的剑,武器,3,1675803960001147886
757,301,301,14302,1,2023-02-08 05:30:23,讨龙英杰谭,武器,3,1675803960001147986
758,301,301,10000024,1,2023-02-08 05:30:23,北斗,角色,4,1675803960001148086
759,301,301,11302,1,2023-02-08 05:30:23,黎明神剑,武器,3,1675803960001148186
760,301,301,15304,1,2023-02-08 05:30:23,弹弓,武器,3,1675803960001148286
761,301,301,10000041,1,2023-02-08 05:30:23,莫娜,角色,5,1675803960001148386
762,301,301,11302,1,2023-02-08 05:30:23,黎明神剑,武器,3,1675803960001148486
763,301,301,14301,1,2023-02-08 05:30:23,魔导绪论,武器,3,1675803960001148586
764,301,301,15301,1,2023-02-08 05:30:23,鸦羽弓,武器,3,1675803960001148686
765,301,301,10000031,1,2023-02-08 05:30:23,菲谢尔,角色,4,1675803960001148786
766,301,301,14301,1,2023-02-08 05:30:46,魔导绪论,武器,3,1675803960001160186
767,301,301,14304,1,2023-02-08 05:30:53,翡玉法球,武器,3,1675803960001164286
768,301,301,15301,1,2023-02-08 05:30:59,鸦羽弓,武器,3,1675803960001168486
769,301,301,15301,1,2023-02-08 05:31:06,鸦羽弓,武器,3,1675803960001174686
770,301,301,11306,1,2023-02-08 05:31:12,飞天御剑,武器,3,1675803960001178886
771,301,301,14302,1,2023-02-08 05:31:19,讨龙英杰谭,武器,3,1675803960001185286
772,301,301,15301,1,2023-02-08 05:31:25,鸦羽弓,武器,3,1675803960001188586
773,301,301,12305,1,2023-02-08 05:31:31,以理服人,武器,3,1675803960001191786
774,301,301,10000025,1,2023-02-08 05:31:38,行秋,角色,4,1675803960001197486
775,200,200,11301,1,2023-02-08 20:16:50,冷刃,武器,3,1675857960002440586
776,200,200,11301,1,2023-02-08 20:16:56,冷刃,武器,3,1675857960002454886
777,200,200,15304,1,2023-02-10 00:57:16,弹弓,武器,3,1675958760004896386
778,301,301,12305,1,2023-02-12 01:43:05,以理服人,武器,3,1676135160002834186
779,301,301,11301,1,2023-02-12 01:43:05,冷刃,武器,3,1676135160002834286
780,301,301,12305,1,2023-02-12 01:43:05,以理服人,武器,3,1676135160002834386
781,301,301,14302,1,2023-02-12 01:43:05,讨龙英杰谭,武器,3,1676135160002834486
782,301,301,12305,1,2023-02-12 01:43:05,以理服人,武器,3,1676135160002834586
783,301,301,11306,1,2023-02-12 01:43:05,飞天御剑,武器,3,1676135160002834686
784,301,301,11306,1,2023-02-12 01:43:05,飞天御剑,武器,3,1676135160002834786
785,301,301,11302,1,2023-02-12 01:43:05,黎明神剑,武器,3,1676135160002834886
786,301,301,14302,1,2023-02-12 01:43:05,讨龙英杰谭,武器,3,1676135160002834986
787,301,301,10000024,1,2023-02-12 01:43:05,北斗,角色,4,1676135160002835086
788,301,301,11302,1,2023-02-12 01:43:15,黎明神剑,武器,3,1676135160002840886
789,301,301,14302,1,2023-02-12 01:43:21,讨龙英杰谭,武器,3,1676135160002845086
790,301,301,12302,1,2023-02-12 01:43:26,沐浴龙血的剑,武器,3,1676135160002849886
791,301,301,15304,1,2023-02-12 01:43:32,弹弓,武器,3,1676135160002854986
792,301,301,14304,1,2023-02-12 01:43:38,翡玉法球,武器,3,1676135160002860786
793,301,301,11306,1,2023-02-12 01:43:43,飞天御剑,武器,3,1676135160002867786
794,301,301,15304,1,2023-02-12 01:43:49,弹弓,武器,3,1676135160002873086
795,301,301,14304,1,2023-02-12 01:43:54,翡玉法球,武器,3,1676135160002877086
796,301,301,11306,1,2023-02-12 01:44:00,飞天御剑,武器,3,1676135160002881286
797,301,301,15402,1,2023-02-12 01:44:06,绝弦,武器,4,1676135160002887186
798,200,200,14304,1,2023-02-14 18:12:53,翡玉法球,武器,3,1676369160000593086
799,200,200,11301,1,2023-02-19 02:30:34,冷刃,武器,3,1676743560000963286
800,200,200,13407,1,2023-03-01 17:26:50,西风长枪,武器,4,1677661560004025386
801,200,200,14302,1,2023-03-01 17:26:58,讨龙英杰谭,武器,3,1677661560004043486
802,200,200,14304,1,2023-03-01 17:27:03,翡玉法球,武器,3,1677661560004062186
803,200,200,14302,1,2023-03-01 17:27:08,讨龙英杰谭,武器,3,1677661560004080886
804,200,200,15301,1,2023-03-01 17:27:13,鸦羽弓,武器,3,1677661560004093886
805,200,200,15302,1,2023-03-07 13:24:26,神射手之誓,武器,3,1678165560000652586
806,200,200,10000006,1,2023-03-14 01:36:53,丽莎,角色,4,1678727160000276986
807,200,200,11301,1,2023-03-20 04:30:50,冷刃,武器,3,1679256360000099686
808,200,200,15302,1,2023-03-30 00:09:02,神射手之誓,武器,3,1680105960000353586
809,200,200,14304,1,2023-04-01 15:43:48,翡玉法球,武器,3,1680332760004208686
810,200,200,15304,1,2023-04-01 15:43:58,弹弓,武器,3,1680332760004220386
811,200,200,14302,1,2023-04-01 15:44:04,讨龙英杰谭,武器,3,1680332760004228186
812,200,200,10000069,1,2023-04-01 15:44:10,提纳里,角色,5,1680332760004236786
813,200,200,14304,1,2023-04-01 15:46:56,翡玉法球,武器,3,1680332760004474386
814,200,200,15304,1,2023-04-01 16:59:02,弹弓,武器,3,1680336360005650286
815,200,200,14304,1,2023-04-02 01:53:42,翡玉法球,武器,3,1680368760002416686
816,200,200,10000076,1,2023-04-05 01:07:01,珐露珊,角色,4,1680627960000238486
817,200,200,13303,1,2023-04-06 05:52:55,黑缨枪,武器,3,1680728760000283086
818,200,200,12305,1,2023-04-06 05:53:02,以理服人,武器,3,1680728760000283686
819,301,301,12302,1,2023-04-12 10:03:54,沐浴龙血的剑,武器,3,1681265160000171086
820,301,301,11302,1,2023-04-12 10:03:54,黎明神剑,武器,3,1681265160000171186
821,301,301,11301,1,2023-04-12 10:03:54,冷刃,武器,3,1681265160000171286
822,301,301,12301,1,2023-04-12 10:03:54,铁影阔剑,武器,3,1681265160000171386
823,301,301,12305,1,2023-04-12 10:03:54,以理服人,武器,3,1681265160000171486
824,301,301,15302,1,2023-04-12 10:03:54,神射手之誓,武器,3,1681265160000171586
825,301,301,14304,1,2023-04-12 10:03:54,翡玉法球,武器,3,1681265160000171686
826,301,301,10000074,1,2023-04-12 10:03:54,莱依拉,角色,4,1681265160000171786
827,301,301,14302,1,2023-04-12 10:03:54,讨龙英杰谭,武器,3,1681265160000171886
828,301,301,12403,1,2023-04-12 10:03:54,祭礼大剑,武器,4,1681265160000171986
829,301,301,11306,1,2023-04-12 10:04:03,飞天御剑,武器,3,1681265160000202386
830,301,301,11306,1,2023-04-12 10:04:03,飞天御剑,武器,3,1681265160000202486
831,301,301,11301,1,2023-04-12 10:04:03,冷刃,武器,3,1681265160000202586
832,301,301,13303,1,2023-04-12 10:04:03,黑缨枪,武器,3,1681265160000202686
833,301,301,12305,1,2023-04-12 10:04:03,以理服人,武器,3,1681265160000202786
834,301,301,11302,1,2023-04-12 10:04:03,黎明神剑,武器,3,1681265160000202886
835,301,301,11306,1,2023-04-12 10:04:03,飞天御剑,武器,3,1681265160000202986
836,301,301,12305,1,2023-04-12 10:04:03,以理服人,武器,3,1681265160000203086
837,301,301,10000068,1,2023-04-12 10:04:03,多莉,角色,4,1681265160000203186
838,301,301,15301,1,2023-04-12 10:04:03,鸦羽弓,武器,3,1681265160000203286
839,301,301,14302,1,2023-04-12 10:04:12,讨龙英杰谭,武器,3,1681265160000239786
840,301,301,10000074,1,2023-04-12 10:04:12,莱依拉,角色,4,1681265160000239886
841,301,301,10000074,1,2023-04-12 10:04:12,莱依拉,角色,4,1681265160000239986
842,301,301,12305,1,2023-04-12 10:04:12,以理服人,武器,3,1681265160000240086
843,301,301,14301,1,2023-04-12 10:04:12,魔导绪论,武器,3,1681265160000240186
844,301,301,12305,1,2023-04-12 10:04:12,以理服人,武器,3,1681265160000240286
845,301,301,12301,1,2023-04-12 10:04:12,铁影阔剑,武器,3,1681265160000240386
846,301,301,14302,1,2023-04-12 10:04:12,讨龙英杰谭,武器,3,1681265160000240486
847,301,301,11302,1,2023-04-12 10:04:12,黎明神剑,武器,3,1681265160000240586
848,301,301,10000065,1,2023-04-12 10:04:12,久岐忍,角色,4,1681265160000240686
849,301,301,14301,1,2023-04-12 10:04:22,魔导绪论,武器,3,1681265160000278286
850,301,301,15304,1,2023-04-12 10:04:22,弹弓,武器,3,1681265160000278386
851,301,301,14302,1,2023-04-12 10:04:22,讨龙英杰谭,武器,3,1681265160000278486
852,301,301,12301,1,2023-04-12 10:04:22,铁影阔剑,武器,3,1681265160000278586
853,301,301,11301,1,2023-04-12 10:04:22,冷刃,武器,3,1681265160000278686
854,301,301,13303,1,2023-04-12 10:04:22,黑缨枪,武器,3,1681265160000278786
855,301,301,10000065,1,2023-04-12 10:04:22,久岐忍,角色,4,1681265160000278886
856,301,301,11302,1,2023-04-12 10:04:22,黎明神剑,武器,3,1681265160000278986
857,301,301,11306,1,2023-04-12 10:04:22,飞天御剑,武器,3,1681265160000279086
858,301,301,13303,1,2023-04-12 10:04:22,黑缨枪,武器,3,1681265160000279186
859,301,301,15301,1,2023-04-12 10:04:33,鸦羽弓,武器,3,1681265160000324286
860,301,301,11301,1,2023-04-12 10:04:38,冷刃,武器,3,1681265160000351486
861,301,301,10000073,1,2023-04-12 10:04:44,纳西妲,角色,5,1681265160000375386
862,301,301,15301,1,2023-04-12 10:05:01,鸦羽弓,武器,3,1681265160000462786
863,301,301,12302,1,2023-04-12 10:05:01,沐浴龙血的剑,武器,3,1681265160000462886
864,301,301,10000068,1,2023-04-12 10:05:01,多莉,角色,4,1681265160000462986
865,301,301,14302,1,2023-04-12 10:05:01,讨龙英杰谭,武器,3,1681265160000463086
866,301,301,11301,1,2023-04-12 10:05:01,冷刃,武器,3,1681265160000463186
867,301,301,14304,1,2023-04-12 10:05:01,翡玉法球,武器,3,1681265160000463286
868,301,301,12305,1,2023-04-12 10:05:01,以理服人,武器,3,1681265160000463386
869,301,301,11301,1,2023-04-12 10:05:01,冷刃,武器,3,1681265160000463486
870,301,301,13303,1,2023-04-12 10:05:01,黑缨枪,武器,3,1681265160000463586
871,301,301,15301,1,2023-04-12 10:05:01,鸦羽弓,武器,3,1681265160000463686
872,301,301,15304,1,2023-04-12 10:05:20,弹弓,武器,3,1681265160000599786
873,301,301,10000074,1,2023-04-12 10:05:27,莱依拉,角色,4,1681265160000642286
874,301,301,14302,1,2023-04-12 10:05:34,讨龙英杰谭,武器,3,1681265160000698886
875,301,301,12302,1,2023-04-12 10:05:34,沐浴龙血的剑,武器,3,1681265160000698986
876,301,301,11306,1,2023-04-12 10:05:34,飞天御剑,武器,3,1681265160000699086
877,301,301,14301,1,2023-04-12 10:05:34,魔导绪论,武器,3,1681265160000699186
878,301,301,11306,1,2023-04-12 10:05:34,飞天御剑,武器,3,1681265160000699286
879,301,301,13303,1,2023-04-12 10:05:34,黑缨枪,武器,3,1681265160000699386
880,301,301,15302,1,2023-04-12 10:05:34,神射手之誓,武器,3,1681265160000699486
881,301,301,14301,1,2023-04-12 10:05:34,魔导绪论,武器,3,1681265160000699586
882,301,301,14304,1,2023-04-12 10:05:34,翡玉法球,武器,3,1681265160000699686
883,301,301,12402,1,2023-04-12 10:05:34,钟剑,武器,4,1681265160000699786
884,301,301,15304,1,2023-04-12 10:05:43,弹弓,武器,3,1681265160000768386
885,301,301,11301,1,2023-04-12 10:05:49,冷刃,武器,3,1681265160000818686
886,301,301,13303,1,2023-04-12 10:05:55,黑缨枪,武器,3,1681265160000869686
887,301,301,11302,1,2023-04-12 10:06:00,黎明神剑,武器,3,1681265160000907586
888,301,301,12302,1,2023-04-12 10:06:07,沐浴龙血的剑,武器,3,1681265160000965886
889,301,301,15304,1,2023-04-12 10:06:19,弹弓,武器,3,1681265160001062586
890,301,301,15304,1,2023-04-12 10:06:26,弹弓,武器,3,1681265160001123486
891,301,301,12301,1,2023-04-12 10:06:32,铁影阔剑,武器,3,1681265160001177286
892,301,301,10000074,1,2023-04-12 10:06:38,莱依拉,角色,4,1681265160001231086
893,301,301,15301,1,2023-04-12 13:21:00,鸦羽弓,武器,3,1681275960011366186
894,301,301,15301,1,2023-04-12 13:21:00,鸦羽弓,武器,3,1681275960011366286
895,301,301,14304,1,2023-04-12 13:21:00,翡玉法球,武器,3,1681275960011366386
896,301,301,12401,1,2023-04-12 13:21:00,西风大剑,武器,4,1681275960011366486
897,301,301,14302,1,2023-04-12 13:21:00,讨龙英杰谭,武器,3,1681275960011366586
898,301,301,14302,1,2023-04-12 13:21:00,讨龙英杰谭,武器,3,1681275960011366686
899,301,301,15301,1,2023-04-12 13:21:00,鸦羽弓,武器,3,1681275960011366786
900,301,301,10000065,1,2023-04-12 13:21:00,久岐忍,角色,4,1681275960011366886
901,301,301,15304,1,2023-04-12 13:21:00,弹弓,武器,3,1681275960011366986
902,301,301,15301,1,2023-04-12 13:21:00,鸦羽弓,武器,3,1681275960011367086
903,301,301,10000073,1,2023-04-12 13:21:10,纳西妲,角色,5,1681275960011429186
904,301,301,14301,1,2023-04-12 13:21:10,魔导绪论,武器,3,1681275960011429286
905,301,301,13303,1,2023-04-12 13:21:10,黑缨枪,武器,3,1681275960011429386
906,301,301,11306,1,2023-04-12 13:21:10,飞天御剑,武器,3,1681275960011429486
907,301,301,15301,1,2023-04-12 13:21:10,鸦羽弓,武器,3,1681275960011429586
908,301,301,15301,1,2023-04-12 13:21:10,鸦羽弓,武器,3,1681275960011429686
909,301,301,10000080,1,2023-04-12 13:21:10,米卡,角色,4,1681275960011429786
910,301,301,14304,1,2023-04-12 13:21:10,翡玉法球,武器,3,1681275960011429886
911,301,301,13303,1,2023-04-12 13:21:10,黑缨枪,武器,3,1681275960011429986
912,301,301,11301,1,2023-04-12 13:21:10,冷刃,武器,3,1681275960011430086
913,301,301,14304,1,2023-04-12 13:21:37,翡玉法球,武器,3,1681275960011623686
914,301,301,12302,1,2023-04-12 13:21:37,沐浴龙血的剑,武器,3,1681275960011623786
915,301,301,15302,1,2023-04-12 13:21:37,神射手之誓,武器,3,1681275960011623886
916,301,301,12305,1,2023-04-12 13:21:37,以理服人,武器,3,1681275960011623986
917,301,301,11301,1,2023-04-12 13:21:37,冷刃,武器,3,1681275960011624086
918,301,301,10000065,1,2023-04-12 13:21:37,久岐忍,角色,4,1681275960011624186
919,301,301,14304,1,2023-04-12 13:21:37,翡玉法球,武器,3,1681275960011624286
920,301,301,14301,1,2023-04-12 13:21:37,魔导绪论,武器,3,1681275960011624386
921,301,301,13303,1,2023-04-12 13:21:37,黑缨枪,武器,3,1681275960011624486
922,301,301,13303,1,2023-04-12 13:21:37,黑缨枪,武器,3,1681275960011624586
923,301,301,12302,1,2023-04-12 13:21:49,沐浴龙血的剑,武器,3,1681275960011696486
